txy,theta_deg,cos_theta,kappa_F,log10_kappa_F,omega_dz_deg,linearization_error_pct,source,zone,wo_rank,kappa_Wo,log10_kappa_Wo,review2_tracks_nearest_target,review2_baseline_abs_dp_median,review2_candidate_abs_dp_median,review2_delta_abs_dp_median,review2_baseline_abs_dp_mean,review2_candidate_abs_dp_mean,review2_delta_abs_dp_mean
4.0,75.96375653207353,0.2425356250363329,124.37374429292376,2.094728709034931,19.31383507272717,16.881180267362783,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,safe,5,1406.6592737783433,3.148188913754541,99.0,0.175278009063705,0.0931968675385643,0.0752762363249998,0.1983870371891087,0.1208633950639755,0.0948286541071322
6.0,80.53767779197439,0.1643989873053573,620.8087595408249,2.792957836138994,28.493442313679537,24.95118943456904,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,safe_to_marginal,5,317.1081442220843,2.501207396064586,6.0,0.1998258551840883,0.1605530114012925,0.0977695772176735,0.1847516614628754,0.1689002101948809,0.0817207813154953
8.0,82.8749836510982,0.1240347345892084,1956.886562587118,3.291565651069172,37.765978028061866,33.158211097948495,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,marginal,5,140.72158764082872,2.148360726248734,3.0,0.1924294645181435,0.2333504182536535,0.16817156899348,0.1855709423183276,0.203002066966425,0.1456387496985951
10.0,84.28940686250037,0.0995037190209989,4773.539535163195,3.678840523807199,47.07656263806557,41.47423703657752,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,marginal_to_invalid,5,106.6456310878522,2.0279430685683626,6.0,0.0246754423999778,0.0880432958151677,0.0633678534151899,0.0567700975489976,2.11905580445134,2.0622857069023417
15.0,86.18592516570965,0.0665190105237739,24149.12464291364,4.382901393073357,70.4203659123637,62.79624948546095,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,invalid,5,138.40123436155315,2.14113996348794,4.0,0.0042099884863318,0.0415949029798976,0.0371526141400666,0.0048251380851243,0.0408502988538009,0.0360251607686764
20.0,87.13759477388825,0.0499376169438922,76296.80226307949,4.882506336269409,93.80289545004928,85.1379246409077,extreme_regime_root_cause_analysis.csv;extreme_ablation_F_condition_numbers.csv,invalid,5,206.56810563564,2.315063266768606,2.0,2.3307644144628024e-05,0.0002937817596589,0.0002704741155143,2.3307644144628024e-05,0.0002937817596589,0.0002704741155143
