sample_label,method,n,excluded_nonfinite_rows,delta_txy_mean,delta_qop_mean,cov_delta_txy_delta_txy,cov_delta_txy_delta_qop,cov_delta_qop_delta_txy,cov_delta_qop_delta_qop,pearson_r,pearson_p,spearman_rho,spearman_p,note
all_tracks,baseline,1488,2,0.089712028692,-0.731984871757,0.826377218881,-0.010197977186,-0.010197977186,18.511266908757,-0.002607394809,0.919951458614,0.075115748199,0.00374090246,empirical_2x2_reduction_only_no_delta_tx_delta_ty_in_csv
all_tracks,replacement,1488,2,0.192847741146,-0.635596087941,0.273237449052,-0.180541888922,-0.180541888922,7.623603144318,-0.125091479948,1.296286e-06,-0.128374816628,6.75019e-07,empirical_2x2_reduction_only_no_delta_tx_delta_ty_in_csv
near_window_truth_txy_ge4,baseline,357,2,-0.569207618639,-0.405662851685,2.667573802651,0.255877659603,0.255877659603,15.926409133671,0.039256828786,0.459652181386,0.002016310887,0.969716781903,empirical_2x2_reduction_only_no_delta_tx_delta_ty_in_csv
near_window_truth_txy_ge4,replacement,357,2,-0.218453472441,-0.925996111425,0.524120746845,-0.657366559526,-0.657366559526,13.337165978043,-0.248633792254,1.972552e-06,-0.374452800391,0.0,empirical_2x2_reduction_only_no_delta_tx_delta_ty_in_csv
