row_type,method,n,signed_pull_mean,signed_pull_median,signed_pull_std_ddof1,signed_pull_robust_width_iqr_1p349,mean_abs_pull,rms_pull,mean_pull_squared_E_pull2,bias_share_using_mean_pull,width_share_using_population_variance,qop_sigma_median,qop_sigma_mean,qop_bias_median_fit_minus_true,qop_bias_mean_fit_minus_true,qop_relative_bias_median,qop_relative_bias_mean,mean_abs_pull_ratio,std_ratio,robust_width_ratio,reported_sigma_median_ratio,curvilinear_bias_share_using_mean_pull,curvilinear_width_share_using_population_variance,bias_dominance_supported,spearman_rho_rel_bias_vs_truth_txy2,spearman_p_rel_bias_vs_truth_txy2,spearman_rho_abs_rel_bias_vs_truth_txy2,spearman_p_abs_rel_bias_vs_truth_txy2
method_summary,baseline,120,0.075289199595,0.023319135274,0.939012914354,1.081385247928,0.784899830915,0.938118244033,0.880065839788,0.006440953983,0.993559046017,3.233309183973,5.364288799404,0.150007533244,-0.752185551189,0.191615041197,0.214071070198,,,,,,,,,,,
method_summary,curvilinear,120,0.151613363651,0.000214850328,1.376459096313,1.696886825424,1.160970704833,1.379071278855,1.901837592163,0.012086527331,0.987913472669,4.374479127487,5.954742994285,0.003938686193,-0.921817907572,0.363416068908,0.361247459318,,,,,,,,,,,
comparison_curvilinear_over_baseline,curvilinear_vs_baseline,120,,,,,,,,,,,,,,,,1.479132316132,1.46585747147,1.569178818257,1.352941793866,0.012086527331,0.987913472669,no_width_dominates,,,,
spearman_scaling,baseline,120,,,,,,,,,,,,,,,,,,,,,,,-0.282297381763,0.001785090527,-0.209229807626,0.02182189472
spearman_scaling,curvilinear,120,,,,,,,,,,,,,,,,,,,,,,,-0.604465587888,0.0,-0.529231196611,5.15e-10
