edge_auc,edge_precision,edge_recall,edge_f1,threshold,pair_precision,pair_recall,pair_f1,ari,nmi,track_completeness_mean,track_purity_mean,n_true_tracks,n_pred_tracks,component_refinement_used,assoc_objective_name,assoc_objective_value,truth_helix_xy_r_rmse_median,truth_helix_z_s_rmse_median,pred_helix_xy_r_rmse_median,pred_helix_z_s_rmse_median
0.962179862184769,0.6188873934499776,0.9306797099004891,0.743415291343887,0.6000000000000001,0.5687165152573957,0.3303565387998106,0.417939829674327,0.4177100960007715,0.9257250948631617,0.5486706881143878,0.9739105766687317,1492,4442,False,pair_f1,0.417939829674327,0.008879611268639565,0.024034108966588974,0.010092343669384718,0.028820213861763477
